group,file_name,reference_text,predicted_text,WER,CER,Accuracy (%)
0011,0011_001629.txt,The first year they sowed rye.,The first year they sold Rai?,0.333,0.167,66.67
0011,0011_001417.txt,Why has the egg not broken?,Why? Has the egg not broken?,0.167,0.037,83.33
0011,0011_001403.txt,That I owe my thanks to you.,That I owe my thanks to you.,0.0,0.0,100.0
0011,0011_001563.txt,How they went to the mountains to eat nuts.,How they went to the mountains to eat nuts.,0.0,0.0,100.0
0011,0011_001577.txt,Tom fell with a cloven head.,Tom fell with a cloven head?,0.167,0.036,83.33
0011,0011_001588.txt,Now quicker the fiddle went.,Now quick of the fiddle-land!,0.8,0.286,20.0
0011,0011_001749.txt,What do you think of this question?,What do you think of this question?,0.0,0.0,100.0
0011,0011_001549.txt,My winding sheet!,My winding sheet!,0.0,0.0,100.0
0011,0011_001561.txt,That's a full grown colt.,That's a full grown call?,0.2,0.12,80.0
0011,0011_001575.txt,All this we have won by our labour.,All this we have won. Buy our labor!,0.375,0.114,62.5
0011,0011_001429.txt,Rat came and replied on the leaves.,Rat came and replied on the leaves?,0.143,0.029,85.71
0011,0011_001415.txt,Poor Tom is now dead!,Poor Tom is now dead!,0.0,0.0,100.0
0011,0011_001401.txt,"The nine the eggs, I keep.","The nine, the eggs, I keep?",0.333,0.077,66.67
0011,0011_001617.txt,You cruelty shall cost your life !,Your cruelty shall cost you your life,0.429,0.206,57.14
0011,0011_001603.txt,I was not grabbed.,I was not grabbed!,0.25,0.056,75.0
0011,0011_001602.txt,that sounds good.,That sounds good!,0.333,0.059,66.67
0011,0011_001616.txt,it isn't picked at all.,It isn't picked at all!,0.2,0.043,80.0
0011,0011_001414.txt,Annie please please don't hurt me!,"Annie, please, please don't hurt me!",0.333,0.059,66.67
0011,0011_001428.txt,"She had said, so that one could keep up a conversation!",She had said so that no one could keep up a conversation.,0.273,0.091,72.73
0011,0011_001574.txt,I pay half a crown a week extra.,I pay half a crown a week extra?,0.125,0.031,87.5
0011,0011_001560.txt,"Kitty, can you play chess?","Kitty, can you play chess?",0.0,0.0,100.0
0011,0011_001548.txt,"And on the top of them, came Winnie, the cute bear.","And on the top of them came Winnie, the cute bear!",0.182,0.039,81.82
0011,0011_000303.txt,I am loath to see him go.,I am loath to see him go.,0.0,0.0,100.0
0011,0011_000317.txt,At length they came to a sharp bend.,At length they came to a sharp end.,0.125,0.028,87.5
0011,0011_000129.txt,A large flat ferry boat was moored beside it.,A large flat ferryboat was moored beside it.,0.222,0.022,77.78
0011,0011_000101.txt,"It's me piglit, help help!","It's me Piglet. Help, help!",0.4,0.115,60.0
0011,0011_000115.txt,"He might call it, for example.","He might call it, for example,",0.167,0.033,83.33
0011,0011_000049.txt,Then we all say aha!,Then we all say aha,0.2,0.05,80.0
0011,0011_000075.txt,I'd far rather go without them than eat them!,I'd far rather go without them than eat them.,0.111,0.022,88.89
0011,0011_000061.txt,"Midyear is day, shire year.","Mid year is day, shyer year.",0.6,0.148,40.0
0011,0011_000288.txt,She has felt shy of it.,She has felt shy of it.,0.0,0.0,100.0
0011,0011_000277.txt,The end part is fish mouth.,The end part is fish mouth.,0.0,0.0,100.0
0011,0011_000263.txt,She said in subdued voice.,She said in subdued voice.,0.0,0.0,100.0
0011,0011_000262.txt,I believe you are one of them!,I believe you are one of them.,0.143,0.033,85.71
0011,0011_000276.txt,Can your name be more hilarious?,Can your name be more hilarious?,0.0,0.0,100.0
0011,0011_000289.txt,"No, said piggy carelessly.","No, said Piggy carelessly.",0.0,0.0,100.0
0011,0011_000060.txt,That I am a born nurse.,that I am a boy nurse.,0.167,0.087,83.33
0011,0011_000074.txt,Come on my jack in the boxes!,Come on my jack-in-the-boxes.,0.571,0.138,42.86
0011,0011_000048.txt,"You are not a runaway,who are you?",You are not a runaway. Who are you?,0.286,0.059,71.43
0011,0011_000114.txt,A half pounds of flour and two ounces suet.,A half pounds of flour and two ounces of sweet.,0.222,0.116,77.78
0011,0011_000100.txt,"Well anyhow it didn't rain, he said.","Well, anyhow, it didn't rain, he said.",0.286,0.056,71.43
0011,0011_000128.txt,Put that rude grasshopper in jail!,Put that rude grasshopper in jail.,0.167,0.029,83.33
0011,0011_000316.txt,A thief in the night.,The thief in the knot.,0.4,0.333,60.0
0011,0011_000302.txt,Five hundred and one million right?,"501 million, right?",0.833,0.6,16.67
0011,0011_000328.txt,It would be a hard choice.,it would be a hard choice.,0.0,0.0,100.0
0011,0011_000314.txt,Bob goes to a new school.,Bob goes to a new school.,0.0,0.0,100.0
0011,0011_000300.txt,Six was half way down the room.,Six was halfway down the room.,0.286,0.032,71.43
0011,0011_000116.txt,"No, I burst the balloon!","No, I burst the balloon.",0.2,0.042,80.0
0011,0011_000102.txt,"This is Jack, the relatives of Tom.","This is Jack, the relative of Tom.",0.143,0.029,85.71
0011,0011_000089.txt,Let go of my top knot.,Let go of my top knot.,0.0,0.0,100.0
0011,0011_000062.txt,"Tom, went on eeyore gloomily.",Tom went on eorglumily.,0.6,0.241,40.0
0011,0011_000076.txt,The hag looked in the stove.,The hag looked in the stove.,0.0,0.0,100.0
0011,0011_000248.txt,In which piglet meets an elephant.,in which Piglet meets an elephant.,0.0,0.0,100.0
0011,0011_000260.txt,"As soon as she went in, there was disorder.","As soon as she went in, there was disorder.",0.0,0.0,100.0
0011,0011_000274.txt,Because he was a man with infinite resource and sagacity.,Because he was a man with infinite resource and seg city.,0.2,0.035,80.0
0011,0011_000275.txt,You shouldn't have pricked him with your horn.,You shouldn't have pricked him with your horn.,0.0,0.0,100.0
0011,0011_000261.txt,After a while he perceived both giants.,After a while he perceived both giants.,0.0,0.0,100.0
0011,0011_000249.txt,You may imagine how I gape.,You may imagine how I gape.,0.0,0.0,100.0
0011,0011_000077.txt,But I saw you walking.,But I saw you walking.,0.0,0.0,100.0
0011,0011_000063.txt,Asteroid three hundred and twenty five.,Asteroid 325,0.833,0.769,16.67
0011,0011_000088.txt,In my opinion that is a good idea!,"In my opinion, that is a good idea.",0.25,0.059,75.0
0011,0011_000103.txt,The elephant and the carpenter is the longest.,The elephant and the carpenter is the longest.,0.0,0.0,100.0
0011,0011_000117.txt,They were children of mine.,They were children of mine.,0.0,0.0,100.0
0011,0011_000301.txt,I'm sure your friends can wait!,I'm sure your friends can wait.,0.167,0.032,83.33
0011,0011_000315.txt,It's to say how  you do with Tom's answer.,It's to say how you do with Tom's answer.,0.0,0.024,100.0
0011,0011_000329.txt,And his heart wagged with joy like a lamb's tail.,and his heart wad with joy like a lamb's tail.,0.1,0.061,90.0
0011,0011_000311.txt,I am back safe again.,I am back safe again.,0.0,0.0,100.0
0011,0011_000305.txt,The fisherman and his wife see George every day.,The fisherman and his wife see George every day.,0.0,0.0,100.0
0011,0011_000339.txt,"And be with you,Tom!","And be with you, Tom.",0.5,0.1,50.0
0011,0011_000113.txt,Mister lawson saw george last night.,Mr. Lawson saw George last night.,0.167,0.139,83.33
0011,0011_000107.txt,Tom and Michael woke up next morning.,Tom and Michael woke up next morning.,0.0,0.0,100.0
0011,0011_000098.txt,Said the witch.,said the witch.,0.0,0.0,100.0
0011,0011_000067.txt,"I suppose no, it doesn't!","I suppose no, it doesn't.",0.2,0.04,80.0
0011,0011_000073.txt,how suspicious this fox.,How suspicious this fox.,0.0,0.0,100.0
0011,0011_000265.txt,I've just shot a stag.,I've just shot a stag.,0.0,0.0,100.0
0011,0011_000271.txt,I say I will be emperor.,I say I will be Emperor.,0.0,0.0,100.0
0011,0011_000259.txt,The song is called Ways and Means.,The song is called Ways and Means.,0.0,0.0,100.0
0011,0011_000258.txt,"Mum shuts one's mouth up, doesn't it.","Mom shuts one's math up, doesn't it?",0.429,0.108,57.14
0011,0011_000270.txt,"Chew leaves quickly, said rabbit.","Chew leaves quickly, said Rabbit.",0.0,0.0,100.0
0011,0011_000264.txt,Slam the doors and wedge them!,Slam the doors and wedge them.,0.167,0.033,83.33
0011,0011_000072.txt,"How are you, dear child?","How are you, dear child?",0.0,0.0,100.0
0011,0011_000066.txt,Shall we let barbara in?,Shall we let Barbara in?,0.0,0.0,100.0
0011,0011_000099.txt,I've hit the wrong nose.,I've hit the wrong nose.,0.0,0.0,100.0
0011,0011_000106.txt,I guess it's a choice feast.,I guess it's a choice feast.,0.0,0.0,100.0
0011,0011_000112.txt,"Clown, to call him joey.",Clown to call him Joey,0.4,0.083,60.0
0011,0011_000338.txt,Paul's teeth ached because of lemon.,Paul's teeth ached because of Lemon.,0.0,0.0,100.0
0011,0011_000304.txt,How do you like you dirty bird!,How do you like you dirty bird?,0.143,0.032,85.71
0011,0011_000310.txt,Why it is just like the round egg which sounds thin.,Why it is just like a round egg which sounds thin.,0.091,0.058,90.91
0011,0011_000306.txt,Please invite Tom if there is not requires.,Please invite Tom if there is not requires,0.125,0.023,87.5
0011,0011_000312.txt,Father has yellow eyes.,Father has yellow eyes.,0.0,0.0,100.0
0011,0011_000104.txt,Here i am whom you seek.,Here I am whom you seek.,0.0,0.0,100.0
0011,0011_000110.txt,Act drop second act scene.,"Act, drop, second act scene.",0.4,0.077,60.0
0011,0011_000138.txt,But one requires the explorer to furnish proofs.,but one requires the explorer to furnish proofs.,0.0,0.0,100.0
0011,0011_000070.txt,Tom now let our arrows fly!,Tom now let our arrows fly.,0.167,0.037,83.33
0011,0011_000064.txt,And we are so thirsty!,And we are so thirsty.,0.2,0.045,80.0
0011,0011_000058.txt,The octopus has eight legs.,The octopus has eight legs.,0.0,0.0,100.0
0011,0011_000299.txt,His hope will cheat him.,His hope will cheat him.,0.0,0.0,100.0
0011,0011_000272.txt,No admittance except on party business.,No admittance except on party business.,0.0,0.0,100.0
0011,0011_000266.txt,We may join with that power.,We may join with that power.,0.0,0.0,100.0
0011,0011_000267.txt,Chapter eleven on the doorstep.,"Chapter 11, On the Doorstep",0.4,0.226,60.0
0011,0011_000273.txt,I'd just as soon swim your way as others do.,I just as soon swim your way as others do.,0.1,0.045,90.0
0011,0011_000298.txt,She come back to the valley.,She came back to the valley.,0.167,0.036,83.33
0011,0011_000059.txt,Zero four three a silver shilling is journey.,"043, a silver shilling is journey.",0.375,0.333,62.5
0011,0011_000065.txt,Tom could hardly speak for laughing.,Tom could hardly speak for laughing.,0.0,0.0,100.0
0011,0011_000071.txt,She was born on april nineteen forty three.,She was born on April 1943.,0.375,0.465,62.5
0011,0011_000139.txt,Cuckoos is downheaded and cry.,Cuckoos is down headed and crying.,0.6,0.133,40.0
0011,0011_000111.txt,We nightly dance our heyday guise.,We not le dance out heyday guys.,0.667,0.235,33.33
0011,0011_000105.txt,He was killed by an arrow.,He was killed by an arrow.,0.0,0.0,100.0
0011,0011_000313.txt,Give me a fine fat goose.,Give me a fine fat goose.,0.0,0.0,100.0
0011,0011_000307.txt,I owe them five hundred dollars.,I owe them $500.,0.5,0.625,50.0
0011,0011_000348.txt,"Dear customer,welcome to our ship.","Dear customer, welcome to our ship.",0.4,0.029,60.0
0011,0011_000189.txt,When such wanderers meet.,when such wanderers meet.,0.0,0.0,100.0
0011,0011_000162.txt,I lent george three pounds.,"Island George, three pounds.",0.6,0.148,40.0
0011,0011_000176.txt,"She just smiled calmly, mother knows that is the best smile.",She just smiled calmly. Mother knows that it is best to smile.,0.364,0.133,63.64
0011,0011_000016.txt,"Mister share man, I move for a division.","Mr. Chairman, I move for a division.",0.375,0.225,62.5
0011,0011_000002.txt,"I did go, and made many prisoners.",I did go and made many prisoners.,0.143,0.029,85.71
0011,0011_000228.txt,It says no way! shouted Daisy.,"It says no way, shouted Daisy.",0.167,0.033,83.33
0011,0011_000214.txt,"But what about this thing, sticky!",But what about this thing? Sticky.,0.333,0.059,66.67
0011,0011_000200.txt,That cloth does not look worth much!,That cloth does not look worth much.,0.143,0.028,85.71
0011,0011_000201.txt,"A lady, is on Alice's lap!",A lady is on Alice's lap.,0.333,0.077,66.67
0011,0011_000215.txt,He likes dragons very much.,He likes dragons very much.,0.0,0.0,100.0
0011,0011_000229.txt,The first year they sowed rye.,The first year they sold rye.,0.167,0.067,83.33
0011,0011_000003.txt,That I owe my thanks to you.,That I owe my thanks to you.,0.0,0.0,100.0
0011,0011_000017.txt,Why has this egg not broken?,Why has this egg not broken?,0.0,0.0,100.0
0011,0011_000177.txt,Tom fell with a cloven head.,Tom fell with a cloven head.,0.0,0.0,100.0
0011,0011_000163.txt,How they went to the mountains to eat nuts.,how they went to the mountains to eat nuts.,0.0,0.0,100.0
0011,0011_000188.txt,Now quicker the fiddle went.,Now quicker the fiddle went.,0.0,0.0,100.0
0011,0011_000349.txt,What do you think of this question?,What do you think of this question?,0.0,0.0,100.0
0011,0011_000149.txt,My winding sheet!,My Winding Sheath.,0.333,0.176,66.67
0011,0011_000175.txt,All this we have won by our labour.,All this we have won by our labor.,0.125,0.029,87.5
0011,0011_000161.txt,That's a full grown colt.,That's a full grown colt.,0.0,0.0,100.0
0011,0011_000029.txt,Rat came and replied on the leaves.,Rat came and replied on leaves.,0.143,0.114,85.71
0011,0011_000001.txt,"The nine the eggs, I keep.","The nine, the eggs, I keep.",0.167,0.038,83.33
0011,0011_000015.txt,Poor Tom now is dead!,Poor Tom. Now is dead.,0.4,0.095,60.0
0011,0011_000203.txt,I was not grabbed.,"Yes, I was not grabbed.",0.25,0.278,75.0
0011,0011_000217.txt,You cruelty shall cost your life !,Your cruelty shall cost your laugh.,0.429,0.176,57.14
0011,0011_000216.txt,well it isn't picked at all.,"Well, it isn't picked at all.",0.167,0.036,83.33
0011,0011_000202.txt,yeah that sounds good.,"Yeah, that sounds good.",0.25,0.045,75.0
0011,0011_000014.txt,Annie please please don't hurt me!,"Annie, please. Please don't hurt me.",0.5,0.088,50.0
0011,0011_000028.txt,"She had said, so that one could keep up a conversation!",She had said so that one could keep up a conversation.,0.182,0.036,81.82
0011,0011_000160.txt,"Kitty, can you play chess?","Kitty, can you play chess?",0.0,0.0,100.0
0011,0011_000174.txt,I pay half a crown a week extra.,I pay half a crown a week extra.,0.0,0.0,100.0
0011,0011_000148.txt,"And on the top of them, came Winnie, the cute bear.","And on the top of them came Winnie, the cute bear.",0.091,0.02,90.91
0011,0011_000170.txt,But if you hadn't done them.,But if you hadn't done them...,0.167,0.071,83.33
0011,0011_000164.txt,His large mouth curled into a sneer.,His large mouth curled into a sneer.,0.0,0.0,100.0
0011,0011_000158.txt,it looks much better.,It looks much better.,0.0,0.0,100.0
0011,0011_000004.txt,They went up to the dark mass job had pointed out.,They went up to the dark mess Job had pointed out.,0.091,0.02,90.91
0011,0011_000010.txt,A nauseous draught.,A nauseous draft.,0.333,0.158,66.67
0011,0011_000038.txt,"Hold up my chin, slow and solid.","Hold up my chin, slow and solid.",0.0,0.0,100.0
0011,0011_000206.txt,Still you owe it a duty.,"Still, you owe it a duty.",0.167,0.042,83.33
0011,0011_000212.txt,No thank you.,"No, thank you.",0.333,0.077,66.67
0011,0011_000213.txt,"Let it give us a chance, my precious.","Let it give us a chance, my precious.",0.0,0.0,100.0
0011,0011_000207.txt,"What am I, I'm a racer, son of god.","What am I? I'm a racer, son of God.",0.111,0.029,88.89
0011,0011_000039.txt,Our thanks to God's oath.,Our thanks to God's oath.,0.0,0.0,100.0
0011,0011_000011.txt,Chapter ten a warm welcome.,"Chapter 10, A Warm Welcome.",0.2,0.111,80.0
0011,0011_000005.txt,Clear than clear water!,"Clear, then clear water.",0.75,0.13,25.0
0011,0011_000159.txt,Such tunes are joy to dancing fay.,"Such tunes are a joy to dance in, Faye.",0.571,0.176,42.86
0011,0011_000165.txt,"They were going fast, with a light clip.",They were going fast with a light clip.,0.125,0.025,87.5
0011,0011_000171.txt,I say neither yea nor nay.,I say neither yea nor nay.,0.0,0.0,100.0
0011,0011_000198.txt,I'd shoot myself.,I'd shoot myself.,0.0,0.0,100.0
0011,0011_000167.txt,I toy with my liqueur.,I toy with my liquor.,0.2,0.091,80.0
0011,0011_000173.txt,He searched through the box.,He searched through the box.,0.0,0.0,100.0
0011,0011_000013.txt,I have bunburyed all over goat on two separate occasions.,I have bumbereed all over goat on two separate occasions.,0.1,0.053,90.0
